id,split,label,label_str,source,category,publish_dt,duplicate_group
article_0024,validation,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 10:45:00.000,g02996
article_0025,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 10:16:00.000,g00257
article_0026,test,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 07:21:00.000,g02817
article_0027,validation,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 03:42:00.000,g01925
article_0028,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 01:48:00.000,g00660
article_0029,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 23:00:00.000,g01864
article_0030,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:10:00.000,g00476
article_0031,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:00:00.000,g02576
article_0032,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:00:00.000,g00115
article_0033,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 14:04:00.000,g03046
article_0034,validation,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 10:19:00.000,g00424
article_0035,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 09:56:00.000,g03299
article_0036,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 09:26:00.000,g00768
article_0037,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 08:54:00.000,g00588
article_0038,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 06:11:00.000,g00544
article_0039,test,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 05:49:00.000,g00027
article_0040,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 03:21:00.000,g02341
article_0041,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 02:48:00.000,g00429
article_0042,test,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 02:27:00.000,g01174
article_0043,test,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 00:49:00.000,g01875
article_0044,test,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 23:00:00.000,g01122
article_0045,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 18:31:00.000,g00139
article_0046,test,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 17:29:00.000,g01060
article_0047,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 06:00:00.000,g01852
article_0048,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 16:51:00.000,g01172
article_0049,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 16:29:00.000,g00263
article_0050,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 14:34:00.000,g03143
article_0051,train,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,2025-06-23 03:38:56.000,g02513
article_0052,train,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,2025-06-23 05:10:26.000,g03138
article_0053,train,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,2025-06-23 04:53:00.000,g00427
article_0054,test,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,2025-06-23 05:07:05.000,g03295
article_0055,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 00:18:02.000,g03202
article_0056,train,0,Non-clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,2025-06-22 23:45:36.000,g00787
article_0057,train,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,2025-06-22 23:00:00.000,g02528
article_0058,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-22 22:09:00.000,g02477
article_0059,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-13 04:23:27.000,g01699
article_0060,test,1,Clickbait,Tuổi Trẻ,Other,2025-06-10 01:02:28.000,g03102
article_0061,test,1,Clickbait,Tuổi Trẻ,Other,2025-06-06 02:32:21.000,g01941
article_0062,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-22 10:47:05.000,g02845
article_0063,train,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-22 09:26:31.000,g03034
article_0064,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-22 09:24:45.000,g00991
article_0065,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 04:40:00.000,g01938
article_0066,validation,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 00:15:00.000,g01983
article_0067,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-22 03:31:30.000,g01938
article_0068,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 05:48:00.000,g00797
article_0069,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-22 04:39:38.000,g01921
article_0070,test,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-20 06:35:47.000,g01054
article_0071,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 01:00:00.000,g01271
article_0072,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 05:54:00.000,g00261
article_0073,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 16:10:00.000,g00267
article_0074,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-21 01:46:00.000,g00243
article_0075,test,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 13:49:00.000,g00408
article_0076,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-23 03:41:00.000,g02815
article_0077,train,0,Non-clickbait,Thanh Niên,Other,2025-06-23 03:30:00.000,g01462
article_0078,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 03:28:00.000,g02816
article_0079,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 23:36:00.000,g01134
article_0080,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 11:33:00.000,g00258
article_0081,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 09:02:00.000,g00590
article_0082,validation,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-20 06:00:00.000,g00757
article_0083,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-19 14:22:00.000,g02818
article_0084,test,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-19 14:12:00.000,g02505
article_0085,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-19 12:53:00.000,g02018
article_0086,test,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-18 23:13:00.000,g02813
article_0087,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-18 12:12:00.000,g01270
article_0088,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-17 23:12:00.000,g03080
article_0089,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-17 15:07:00.000,g02507
article_0090,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-17 05:33:00.000,g00402
article_0091,test,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-16 23:08:00.000,g00397
article_0092,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-16 04:20:00.000,g00599
article_0093,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-16 01:44:00.000,g02201
article_0094,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-15 23:00:00.000,g00264
article_0095,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-14 09:07:00.000,g02506
article_0096,train,0,Non-clickbait,Thanh Niên,Other,2025-06-14 04:16:00.000,g00589
article_0097,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-14 02:54:00.000,g02198
article_0098,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-12 04:53:00.000,g00299
article_0099,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-23 00:38:00.000,g02598
article_0100,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-19 07:36:00.000,g03129
article_0101,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-05-01 02:42:00.000,g02843
article_0102,train,0,Non-clickbait,Thanh Niên,Other,2025-05-21 00:05:00.000,g03002
article_0103,validation,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-02-28 21:00:00.000,g03277
article_0104,train,0,Non-clickbait,Thanh Niên,Other,2025-06-10 03:21:00.000,g01393
article_0105,train,0,Non-clickbait,Thanh Niên,Other,2025-06-09 05:00:00.000,g03079
article_0106,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-21 23:55:00.000,g00505
article_0107,validation,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-14 23:05:00.000,g00506
article_0108,train,0,Non-clickbait,Thanh Niên,Other,2025-06-12 02:57:00.000,g02421
article_0109,validation,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-23 03:12:00.000,g03306
article_0110,validation,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 22:00:00.000,g02274
article_0111,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 12:23:00.000,g00419
article_0112,test,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 22:00:00.000,g02195
article_0113,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-23 05:09:00.000,g00894
article_0114,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 20:44:00.000,g01236
article_0115,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-23 04:22:00.000,g00300
article_0117,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 20:11:00.000,g03268
article_0118,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 14:12:00.000,g01927
article_0119,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 05:00:00.000,g01345
article_0120,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 23:00:00.000,g02920
article_0121,validation,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:44:00.000,g03130
article_0122,test,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 22:47:00.000,g02493
article_0123,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 22:23:00.000,g02146
article_0124,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 11:58:00.000,g02653
article_0125,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 21:02:00.000,g02503
article_0126,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 11:30:00.000,g03303
article_0127,test,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 09:57:00.000,g02800
article_0128,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 07:39:00.000,g00357
article_0129,test,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:45:00.000,g00259
article_0130,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 11:33:00.000,g01063
article_0131,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 22:00:00.000,g00598
article_0132,validation,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 15:06:00.000,g02501
article_0133,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 03:27:00.000,g00679
article_0134,test,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 05:02:00.000,g02820
article_0135,test,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:54:00.000,g00922
article_0136,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 08:19:00.000,g00298
article_0137,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 12:34:00.000,g02498
article_0138,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-19 22:30:00.000,g02805
article_0139,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 08:49:00.000,g02504
article_0140,train,0,Non-clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 12:17:00.000,g00628
article_0141,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:56:00.000,g00237
article_0142,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:35:00.000,g01904
article_0143,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:22:00.000,g00249
article_0144,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:16:00.000,g03311
article_0145,test,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 07:00:00.000,g01629
article_0146,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 06:41:00.000,g01650
article_0147,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 05:18:44.924,g02747
article_0148,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 05:00:00.000,g01785
article_0149,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 03:57:00.148,g03169
article_0150,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 02:01:44.844,g01665
article_0151,validation,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 00:00:00.000,g00861
article_0152,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 23:30:00.000,g01860
article_0153,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 23:00:00.000,g02751
article_0154,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 14:34:30.785,g03101
article_0155,test,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 12:00:27.588,g01781
article_0156,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 11:00:44.593,g00479
article_0157,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 09:00:50.592,g02696
article_0158,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 07:00:00.000,g01383
article_0159,test,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 05:00:44.093,g00849
article_0160,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 03:30:47.818,g03017
article_0161,train,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 02:10:57.497,g02062
article_0162,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 01:00:00.000,g00349
article_0163,validation,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 00:00:00.000,g01636
article_0164,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 23:30:00.000,g03349
article_0165,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 23:00:00.000,g02749
article_0166,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 12:00:46.292,g00025
article_0167,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 11:23:49.437,g01163
article_0168,validation,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 08:33:33.567,g02658
article_0169,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 07:00:00.000,g02205
article_0170,validation,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 05:00:00.000,g03084
article_0171,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 04:15:06.862,g01917
article_0172,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 03:32:16.869,g01789
article_0173,test,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 02:05:58.398,g02057
article_0174,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 01:00:44.150,g00997
article_0175,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 00:00:10.407,g02454
article_0176,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-20 23:30:00.000,g02789
article_0177,validation,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 03:58:00.000,g03302
article_0178,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 03:14:00.000,g02041
article_0179,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 06:11:23.000,g00791
article_0180,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 05:53:00.000,g02318
article_0181,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 04:13:00.000,g01100
article_0182,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 17:10:00.000,g02936
article_0183,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 11:07:00.000,g00799
article_0184,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 05:48:42.000,g02719
article_0185,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 12:50:35.000,g02357
article_0186,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 08:36:00.000,g00286
article_0188,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 15:47:48.000,g02348
article_0189,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 11:53:00.000,g01578
article_0190,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 00:46:55.000,g01181
article_0191,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 01:05:06.000,g01708
article_0192,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 02:47:00.000,g01577
article_0193,train,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-23 02:12:32.000,g01873
article_0195,train,1,Clickbait,24h,Tin tức tổng hợp,2025-06-23 00:29:50.000,g02478
article_0196,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 00:08:31.000,g02202
article_0198,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 13:20:00.000,g03028
article_0199,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 11:28:00.000,g00898
article_0200,train,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-22 11:25:00.000,g03112
article_0201,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 03:52:59.000,g00594
article_0202,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 03:26:00.000,g00719
article_0203,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 03:06:40.000,g02091
article_0204,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 00:02:53.000,g01835
article_0205,validation,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 05:43:38.000,g01705
article_0206,train,1,Clickbait,24h,Tin tức tổng hợp,2025-06-22 00:02:31.000,g01208
article_0207,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 07:21:00.000,g01704
article_0208,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 02:09:00.000,g01933
article_0209,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-20 15:13:05.000,g03047
article_0210,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-20 13:39:00.000,g02916
article_0211,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-20 04:21:00.000,g00825
article_0212,train,1,Clickbait,24h,Tin tức tổng hợp,2025-06-21 05:03:28.000,g02147
article_0213,train,1,Clickbait,24h,Tin tức tổng hợp,2025-06-20 04:57:00.000,g00144
article_0214,validation,1,Clickbait,24h,Tin tức tổng hợp,2025-06-20 01:48:00.000,g03086
article_0215,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-18 14:26:34.000,g00372
article_0216,train,0,Non-clickbait,24h,Quốc tế,2025-06-23 06:00:00.000,g01879
article_0217,train,0,Non-clickbait,24h,Quốc tế,2025-06-23 05:30:00.000,g02758
article_0218,train,1,Clickbait,24h,Quốc tế,2025-06-23 05:00:00.000,g02548
article_0219,train,0,Non-clickbait,24h,Quốc tế,2025-06-23 04:30:00.000,g01313
article_0220,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 02:37:00.000,g01118
article_0221,test,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:03:04.000,g02075
article_0222,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 01:38:00.000,g01653
article_0223,test,1,Clickbait,Báo Mới,Thể thao,2025-06-23 01:33:00.000,g01974
article_0224,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 05:15:10.000,g02970
article_0225,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 04:54:00.000,g02746
article_0226,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 05:48:37.000,g03331
article_0227,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 03:52:26.000,g03330
article_0228,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 05:54:54.000,g01675
article_0229,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 04:00:00.000,g01646
article_0230,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 06:10:00.000,g02879
article_0231,validation,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:15:33.000,g01287
article_0232,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 06:15:36.000,g00184
article_0233,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:00:00.000,g02949
article_0234,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:15:21.000,g00203
article_0235,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 06:18:02.000,g02000
article_0236,test,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:05:00.000,g01387
article_0237,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:05:00.000,g01429
article_0238,validation,1,Clickbait,Báo Mới,Thể thao,2025-06-23 05:20:29.000,g01865
article_0239,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 03:02:00.000,g00527
article_0240,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:06:00.000,g03068
article_0241,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 04:28:00.000,g00957
article_0242,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 04:59:00.000,g00611
article_0243,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-22 23:00:00.000,g01611
article_0244,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-22 09:30:00.000,g01610
article_0245,train,1,Clickbait,Báo Mới,Thể thao,2025-06-22 04:07:04.000,g02561
article_0246,train,0,Non-clickbait,Báo Mới,Thể thao,,g00525
article_0247,test,0,Non-clickbait,Báo Mới,Thể thao,,g01612
article_0248,test,0,Non-clickbait,Báo Mới,Thể thao,,g00335
article_0249,test,0,Non-clickbait,Báo Mới,Thể thao,,g00521
article_0250,validation,0,Non-clickbait,Báo Mới,Thể thao,,g00333
article_0251,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-21 11:44:45.000,g00177
article_0252,test,0,Non-clickbait,Báo Mới,Thể thao,2025-06-19 11:40:00.000,g01331
article_0253,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-18 15:26:29.000,g02262
article_0254,train,0,Non-clickbait,Báo Mới,Thể thao,,g00526
article_0255,train,0,Non-clickbait,Báo Mới,Thể thao,,g01614
article_0256,train,0,Non-clickbait,Báo Mới,Thể thao,,g00336
article_0257,train,0,Non-clickbait,Báo Mới,Thể thao,,g02072
article_0258,train,0,Non-clickbait,Báo Mới,Thể thao,,g02162
article_0259,train,1,Clickbait,Báo Mới,Thể thao,,g00164
article_0260,train,0,Non-clickbait,Báo Mới,Thể thao,,g00522
article_0261,validation,0,Non-clickbait,Báo Mới,Thể thao,,g00334
article_0262,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-20 23:00:00.000,g01609
article_0263,train,0,Non-clickbait,Báo Mới,Thể thao,,g00520
article_0264,test,0,Non-clickbait,Báo Mới,Thể thao,,g00328
article_0265,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 04:58:00.000,g02542
article_0266,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 04:01:05.000,g03324
article_0267,train,0,Non-clickbait,Báo Mới,Thể thao,,g00337
article_0268,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-22 01:53:00.000,g01489
article_0269,train,1,Clickbait,Báo Mới,Thể thao,2025-06-22 00:31:34.000,g02264
article_0270,train,1,Clickbait,Báo Mới,Thể thao,2025-06-20 06:20:00.000,g03249
article_0271,validation,0,Non-clickbait,Báo Mới,Thể thao,,g00329
article_0272,train,1,Clickbait,Báo Mới,Thể thao,2025-06-18 05:36:57.000,g01574
article_0273,train,1,Clickbait,Báo Mới,Thể thao,,g00384
article_0274,train,0,Non-clickbait,Báo Mới,Thể thao,,g02570
article_0275,test,0,Non-clickbait,Báo Mới,Thể thao,,g00331
article_0276,train,0,Non-clickbait,VnExpress,Quốc tế,2025-06-23 04:53:00.000,g01761
article_0277,train,0,Non-clickbait,VnExpress,Quốc tế,2025-06-23 04:41:00.000,g02373
article_0279,test,0,Non-clickbait,VnExpress,Quốc tế,2025-06-23 04:23:00.000,g00759
article_0281,test,0,Non-clickbait,VnExpress,Quốc tế,2025-06-23 03:28:00.000,g03127
article_0283,train,0,Non-clickbait,VnExpress,Quốc tế,2025-06-23 03:16:00.000,g01557
article_0284,train,0,Non-clickbait,VnExpress,Quốc tế,2025-06-23 03:05:00.000,g02492
